Stock Code,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN,Expiry Date,Subject to Stamp Duty,Shortsell Eligible,CAS Eligible,VCM Eligible,Admitted to Stock Options,Admitted to Stock Futures,Admitted to CCASS,ETF / Fund Manager,Debt Securities Board Lot (Nominal),Debt Securities Investor Type,POS Eligble,"Spread Table
1, 4 = Part A
2 = Part B
3 = Part C
5 = Part D"
01703,PALACE BANQUET,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG6875A1094,,Y,,Y,,,,Y,,,,Y,1
01705,B & S INTL HLDG,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG1535R1056,,Y,,Y,,,,Y,,,,Y,1
01706,SHUANG YUN HLDG,Equity,Equity Securities (Main Board),"5,000",HKD 0.1000,,,Y,,Y,,,,Y,,,,Y,1
01707,GEOTECH HLDGS,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG3835R1083,,Y,,Y,,,,Y,,,,Y,1
01708,SAMPLE TECH,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100000148,,Y,,Y,,,,Y,,,,Y,1
01709,DL HOLDINGS GP,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG3166D1088,,Y,,Y,,,,Y,,,,Y,1
01710,TRIO IND ELEC,Equity,Equity Securities (Main Board),"4,000",,HK0000372331,,Y,,Y,,,,Y,,,,Y,1
01711,ULFERTS,Equity,Equity Securities (Main Board),"10,000",,HK0000387867,,Y,,Y,,,,Y,,,,Y,1
01712,DRAGON MINING,Equity,Equity Securities (Main Board),"1,000",,,,Y,,Y,,,,Y,,,,Y,1
01713,SICHUAN EN INV,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100003FC4,,Y,,Y,,,,Y,,,,Y,1
01715,MIJI INTL HLDGS,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG6118R1092,,Y,,Y,,,,Y,,,,Y,1
01716,MOST KWAI CHUNG,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG629061055,,Y,,Y,,,,Y,,,,Y,1
01717,AUSNUTRIA,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG063181021,,Y,Y,Y,Y,,,Y,,,,Y,1
01718,WAN KEI GROUP,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG943081060,,Y,,Y,,,,Y,,,,Y,1
01719,CIL GROUP,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG2163V1032,,Y,,Y,,,,Y,,,,Y,1
01720,PUTIAN COMM,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG730051037,,Y,,Y,,,,Y,,,,Y,1
01721,FSM HOLDINGS,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG368431030,,Y,,Y,,,,Y,,,,Y,1
01722,KIN PANG HLDGS,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG527871019,,Y,,Y,,,,Y,,,,Y,1
01723,HK ASIA HLDGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG451571072,,Y,,Y,,,,Y,,,,Y,1
01725,ETERNITY TECH,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG3207A1058,,Y,,Y,,,,Y,,,,Y,1
01726,HKE HOLDINGS,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG451601010,,Y,,Y,,,,Y,,,,Y,1
01727,HEBEI CONS,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100002R32,,Y,Y,Y,,,,Y,,,,Y,1
01728,ZHENGTONGAUTO,Equity,Equity Securities (Main Board),500,HKD 0.1000,KYG215A81084,,Y,,Y,Y,,,Y,,,,Y,1
01729,TIME INTERCON,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG8879R1048,,Y,,Y,,,,Y,,,,Y,1
01730,LHN,Equity,Equity Securities (Main Board),"2,000",,SG1AH9000002,,Y,,Y,,,,Y,,,,Y,1
01731,PROSPEROUS IND,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG7283E1052,,Y,,Y,,,,Y,,,,Y,1
01732,XIANGXING INT,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,KYG9831A1067,,Y,,Y,,,,Y,,,,Y,1
01733,E-COMMODITIES,Equity,Equity Securities (Main Board),"12,000",,VGG2921V1067,,Y,,Y,,,,Y,,,,Y,1
01735,CENTRAL HOLDING,Equity,Equity Securities (Main Board),"2,000",HKD 0.0025,KYG2006G1156,,Y,,Y,,,,Y,,,,Y,1
01736,PARENTING NET,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG2162T1094,,Y,,Y,,,,Y,,,,Y,1
01737,A & S GROUP,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
01738,FS ANTHRACITE,Equity,Equity Securities (Main Board),"2,500",HKD 0.0010,VGG3375A1194,,Y,,Y,,,,Y,,,,Y,1
01739,QEEKA HOME,Equity,Equity Securities (Main Board),500,USD 0.0001,KYG730661058,,Y,,Y,,,,Y,,,,Y,1
01740,VALUES CULTURAL,Equity,Equity Securities (Main Board),"5,000",USD 0.00001,KYG7410F1081,,Y,,Y,,,,Y,,,,Y,1
01741,RI YING HLDGS,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG7S97Q1048,,Y,,Y,,,,Y,,,,Y,1
01742,HPC HOLDINGS,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG169491027,,Y,,Y,,,,Y,,,,Y,1
01743,CANGNAN INST,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE1000031V1,,Y,,Y,,,,Y,,,,Y,1
01745,LVJI TECH,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG5804E1098,,Y,,Y,,,,Y,,,,Y,1
01746,MAN SHUN GP,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG579691000,,Y,,Y,,,,Y,,,,Y,1
01747,HOME CONTROL,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG4574A1085,,Y,,Y,,,,Y,,,,Y,1
01748,XIN YUAN ENT,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG9831M1006,,Y,,Y,,,,Y,,,,Y,1
01749,SHANSHAN,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000031D9,,Y,,Y,,,,Y,,,,Y,1
01750,REM GROUP HLDGS,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG749541010,,Y,,Y,,,,Y,,,,Y,1
01751,KINGLAND GROUP,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KY49573K1096,,Y,,Y,,,,Y,,,,Y,1
01752,TOP EDUCATION,Equity,Equity Securities (Main Board),"10,000",,AU0000007296,,Y,,Y,,,,Y,,,,Y,1
01753,DUIBA,Equity,Equity Securities (Main Board),400,USD 0.00001,KYG2856W1033,,Y,Y,Y,,,,Y,,,,Y,1
01755,S-ENJOY SERVICE,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG803251068,,Y,Y,Y,,,,Y,,,,Y,1
01756,HUALI UNIV GP,Equity,Equity Securities (Main Board),"1,000",USD 0.0001,KYG4643F1046,,Y,,Y,,,,Y,,,,Y,1
01757,AFFLUENT FDN,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG013071009,,Y,,Y,,,,Y,,,,Y,1
01758,BOJUN EDU,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG1R20A1052,,Y,,Y,,,,Y,,,,Y,1
01759,SINO GAS HLDGS,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG8192K1094,,Y,,Y,,,,Y,,,,Y,1
01760,INTRON TECH,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG4914A1076,,Y,,Y,,,,Y,,,,Y,1
01761,BABYTREE GROUP,Equity,Equity Securities (Main Board),500,USD 0.0001,KYG070371078,,Y,,Y,,,,Y,,,,Y,1
01762,WANKA ONLINE,Equity,Equity Securities (Main Board),"1,000",USD 0.0000,KYG943071087,,Y,,Y,,,,Y,,,,Y,1
01763,CIRC,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE1000031F4,,Y,,Y,,,,Y,,,,Y,1
01765,HOPE EDU,Equity,Equity Securities (Main Board),"2,000",USD 0.00001,KYG4600E1089,,Y,Y,Y,Y,,,Y,,,,Y,1
01766,CRRC,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100000BG0,,Y,Y,Y,Y,,,Y,,,,Y,1
01767,TS WONDERS,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
01769,SCHOLAR EDU,Equity,Equity Securities (Main Board),"1,000",USD 0.0010,KYG7853U1094,,Y,Y,Y,,,,Y,,,,Y,1
01771,SUNFONDA GP,Equity,Equity Securities (Main Board),"1,000",USD 0.0001,KYG8571A1022,,Y,,Y,,,,Y,,,,Y,1
01772,GANFENGLITHIUM,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE1000031W9,,Y,Y,Y,,,,Y,,,,Y,1
01773,TIANLI EDU,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG888461038,,Y,Y,Y,Y,,,Y,,,,Y,1
01775,BEXCELLENT GP,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG108021091,,Y,,Y,,,,Y,,,,Y,1
01776,GF SEC,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100001TQ9,,Y,Y,Y,Y,,,Y,,,,Y,1
01777,FANTASIA,Equity,Equity Securities (Main Board),"1,500",HKD 0.1000,KYG3311L1041,,Y,Y,Y,Y,,,Y,,,,Y,1
01778,COLOUR LIFE,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG229151058,,Y,Y,Y,Y,,,Y,,,,Y,1
01780,B & D STRATEGIC,Equity,Equity Securities (Main Board),"2,500",HKD 0.0100,KYG0700L1095,,Y,,Y,,,,Y,,,,Y,1
01781,SC CREATIVE DEV,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG8573A1004,,Y,,Y,,,,Y,,,,Y,1
01782,VIXTEL TECH,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG937491028,,Y,,Y,,,,Y,,,,Y,1
01783,GOLDEN PONDER,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG3962W1024,,Y,,Y,,,,Y,,,,Y,1
01785,CHENGDU EXPWAY,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100003FL5,,Y,,Y,,,,Y,,,,Y,1
01786,CRCCE,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE1000023F1,,Y,,Y,,,,Y,,,,Y,1
01787,SD GOLD,Equity,Equity Securities (Main Board),250,RMB 1.0000,CNE1000036N7,,Y,Y,Y,Y,,,Y,,,,Y,1
01788,GUOTAI JUNAN I,Equity,Equity Securities (Main Board),"1,000",,HK0000065869,,Y,Y,Y,Y,,,Y,,,,Y,1
01789,AK MEDICAL,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG020141019,,Y,Y,Y,Y,,,Y,,,,Y,1
01790,TIL ENVIRO,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG887391004,,Y,,Y,,,,Y,,,,Y,1
01792,CMON,Equity,Equity Securities (Main Board),"10,000",HKD 0.00005,KYG223911093,,Y,,Y,,,,Y,,,,Y,1
01793,WECON HOLDINGS,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG9508R1011,,Y,,Y,,,,Y,,,,Y,1
01796,YIELD GO HLDGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG9844G1082,,Y,,Y,,,,Y,,,,Y,1
01797,KOOLEARN,Equity,Equity Securities (Main Board),500,USD 0.00002,KYG5313A1013,,Y,Y,Y,Y,,,Y,,,,Y,1
01798,DATANG RENEW,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100000X69,,Y,Y,Y,,,,Y,,,,Y,1
01799,XINTE ENERGY,Equity,Equity Securities (Main Board),400,RMB 1.0000,CNE1000023G9,,Y,,Y,,,,Y,,,,Y,1
01800,CHINA COMM CONS,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000002F5,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
01801,INNOVENT BIO,Equity,Equity Securities (Main Board),500,USD 0.00001,KYG4818G1010,,Y,Y,Y,Y,,,Y,,,,Y,1
01802,WENYE GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.0001,KYG9494A1040,,Y,,Y,,,,Y,,,,Y,1
01803,BJ SPORTS & ENT,Equity,Equity Securities (Main Board),"2,500",HKD 0.0050,KYG1145Y1026,,Y,,Y,,,,Y,,,,Y,1
01806,HUIFU PAYMENT,Equity,Equity Securities (Main Board),400,HKD 0.0001,KYG4644R1074,,Y,Y,Y,,,,Y,,,,Y,1
01808,ENTERPRISE DEV,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG3070M1116,,Y,,Y,,,,Y,,,,Y,1
01809,PRINX CHENGSHAN,Equity,Equity Securities (Main Board),500,USD 0.00005,KYG7255W1096,,Y,Y,Y,,,,Y,,,,Y,1
01810,XIAOMI-W,Equity,Equity Securities (Main Board),200,USD 0.0000,KYG9830T1067,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
01811,CGN NEW ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.0001,BMG202981087,,Y,Y,Y,Y,,,Y,,,,Y,1
01812,CHENMING PAPER,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100000BK2,,Y,,Y,,,,Y,,,,Y,1
01813,KWG GROUP,Equity,Equity Securities (Main Board),500,HKD 0.1000,KYG532241042,,Y,Y,Y,Y,,,Y,,,,Y,1
01815,CSMALL,Equity,Equity Securities (Main Board),"1,000",USD 0.0001,KYG2582R1056,,Y,,Y,,,,Y,,,,Y,1
01816,CGN POWER,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100001T80,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
01817,MULSANNE GROUP,Equity,Equity Securities (Main Board),500,HKD 0.0100,KYG6329A1013,,Y,Y,Y,Y,,,Y,,,,Y,1
01818,ZHAOJIN MINING,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE1000004R6,,Y,Y,Y,Y,,,Y,,,,Y,1
01820,PM PACKAGING,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG968461031,,Y,,Y,,,,Y,,,,Y,1
01821,ESR,Equity,Equity Securities (Main Board),200,USD 0.0010,KYG319891092,,Y,Y,Y,,,,Y,,,,Y,1
01822,CHINA WOOD INT,Equity,Equity Securities (Main Board),"30,000",HKD 0.2000,KYG2162J1013,,Y,,Y,,,,Y,,,,Y,1
01823,HUAYUEXPRESSWAY,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG464101099,,Y,,Y,,,,Y,,,,Y,1
01825,STERLING GP,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG847771048,,Y,,Y,,,,Y,,,,Y,1
01826,STEERING HLDGS,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG8467E1017,,Y,,Y,,,,Y,,,,Y,1
01827,MIRICOR,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG6193F1037,,Y,,Y,,,,Y,,,,Y,1
01829,CMEC,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100001NP4,,Y,Y,Y,,,,Y,,,,Y,1
01830,PERFECT SHAPE,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,,,Y,,Y,,,,Y,,,,Y,1
01831,SHIFANG HLDG,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG8126A1100,,Y,,Y,,,,Y,,,,Y,1
01832,SAI LEISURE,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG8629S1057,,Y,,Y,,,,Y,,,,Y,1
01833,PA GOODDOCTOR,Equity,Equity Securities (Main Board),100,USD 0.00001,KYG711391022,,Y,Y,Y,Y,,,Y,,,,Y,1
01835,REALWAY CAPITAL,Equity,Equity Securities (Main Board),400,RMB 1.0000,CNE1000036P2,,Y,,Y,,,,Y,,,,Y,1
01836,STELLA HOLDINGS,Equity,Equity Securities (Main Board),500,HKD 0.1000,KYG846981028,,Y,Y,Y,Y,,,Y,,,,Y,1
01837,NATURAL FOOD IH,Equity,Equity Securities (Main Board),"2,000",USD 0.00001,KYG6402W1033,,Y,,Y,,,,Y,,,,Y,1
01838,CHINAPROPERTIES,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG2159A1058,,Y,,Y,,,,Y,,,,Y,1
01839,CIMC VEHICLES,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100003K46,,Y,Y,Y,,,,Y,,,,Y,1
01841,A.PLUS GROUP,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG0411B1014,,Y,,Y,,,,Y,,,,Y,1
01842,GROWN UP GROUP,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG4147A1067,,Y,,Y,,,,Y,,,,Y,1
01843,SNACK EMPIRE,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG8267H1065,,Y,,Y,,,,Y,,,,Y,1
01845,WG ENV TECH,Equity,Equity Securities (Main Board),"3,000",HKD 0.0500,KYG9T2061057,,Y,,Y,,,,Y,,,,Y,1
01846,EUROEYES,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG3224D1088,,Y,,Y,,,,Y,,,,Y,1
01847,GHPC,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100003NG9,,Y,,Y,,,,Y,,,,Y,1
01848,CALC,Equity,Equity Securities (Main Board),500,HKD 0.1000,KYG211241057,,Y,Y,Y,Y,,,Y,,,,Y,1
01849,AM GROUP,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG0410A1040,,Y,,Y,,,,Y,,,,Y,1
01850,WINDMILL GP,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG9700F1037,,Y,,Y,,,,Y,,,,Y,1
01851,GINGKO EDU,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG2121K1085,,Y,,Y,,,,Y,,,,Y,1
01853,CHUNCHENG HEAT,Equity,Equity Securities (Main Board),"2,500",RMB 1.0000,CNE100003N84,,Y,,Y,,,,Y,,,,Y,1
01854,GOAL FORWARD,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG3945R1056,,Y,,Y,,,,Y,,,,Y,1
01856,ERNEST BOREL,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG311691086,,Y,,Y,,,,Y,,,,Y,1
01857,CEB WATER,Equity,Equity Securities (Main Board),"1,000",HKD 1.0000,BMG2116Y1057,,Y,,Y,,,,Y,,,,Y,1
01858,CHUNLI MEDICAL,Equity,Equity Securities (Main Board),250,RMB 1.0000,CNE100001TP1,,Y,Y,Y,,,,Y,,,,Y,1
01859,BRIGHT CULTURE,Equity,Equity Securities (Main Board),"1,000",USD 0.00001,KYG2153C1078,,Y,Y,Y,,,,Y,,,,Y,1
01860,MOBVISTA,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG622681008,,Y,Y,Y,Y,,,Y,,,,Y,1
01861,PRECIOUS DRAGON,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG7224A1058,,Y,,Y,,,,Y,,,,Y,1
01862,JINGRUI HLDGS,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG5138W1069,,Y,,Y,,,,Y,,,,Y,1
01863,CHI LONGEVITY,Equity,Equity Securities (Main Board),"1,000",HKD 0.0010,KYG2133P1037,,Y,,Y,,,,Y,,,,Y,1
01865,PIPELINE ENG,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG7125F1046,,Y,,Y,,,,Y,,,,Y,1
01866,CHINA XLX FERT,Equity,Equity Securities (Main Board),"1,000",,SG1V07936171,,Y,,Y,,,,Y,,,,Y,1
01867,LKS HOLDING,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG5548A1085,,Y,,Y,,,,Y,,,,Y,1
01868,NEO-NEON,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG642571015,,Y,,Y,,,,Y,,,,Y,1
01869,LI BAO GE GP,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG548041022,,Y,,Y,,,,Y,,,,Y,1
01870,ACME INTL HLDGS,Equity,Equity Securities (Main Board),"2,500",HKD 0.0100,KYG0073U1085,,Y,,Y,,,,Y,,,,Y,1
01871,CHINA ORIENTED,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG2122K1076,,Y,,Y,,,,Y,,,,Y,1
01872,GUAN CHAO HLDGS,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG4183A1013,,Y,,Y,,,,Y,,,,Y,1
01873,VIVA BIOTECH,Equity,Equity Securities (Main Board),500,USD 0.00003,KYG9390W1015,,Y,Y,Y,Y,,,Y,,,,Y,1
01875,TOT BIOPHARM-B,Equity,Equity Securities (Main Board),400,,HK0000545266,,Y,,Y,,,,Y,,,,Y,1
01876,BUD APAC,Equity,Equity Securities (Main Board),100,USD 0.00001,KYG1674K1013,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
01877,JUNSHI BIO,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100003FF7,,Y,Y,Y,,,,Y,,,,Y,1
01878,SOUTHGOBI-S,Equity,Equity Securities (Main Board),50,,CA8443751059,,Y,,Y,,,,Y,,,,Y,1
01882,HAITIAN INT'L,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG4232C1087,,Y,Y,Y,Y,,,Y,,,,Y,1
01883,CITIC TELECOM,Equity,Equity Securities (Main Board),"1,000",,HK1883037637,,Y,Y,Y,Y,,,Y,,,,Y,1
01884,EPRINT GROUP,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG3085F1019,,Y,,Y,,,,Y,,,,Y,1
01885,CH WOOD OPT,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG216171085,,Y,,Y,,,,Y,,,,Y,1
01886,HUIYUAN JUICE,Equity,Equity Securities (Main Board),500,USD 0.00001,KYG211231074,,Y,,Y,,,,Y,,,,Y,1
01888,KB LAMINATES,Equity,Equity Securities (Main Board),500,HKD 0.1000,KYG5257K1076,,Y,Y,Y,Y,,,Y,,,,Y,1
01889,SANAI HEALTH GP,Equity,Equity Securities (Main Board),"2,500",HKD 0.0100,KYG7785S1075,,Y,,Y,,,,Y,,,,Y,1
01890,CHINA KEPEI,Equity,Equity Securities (Main Board),"2,000",USD 0.00001,KYG2122A1094,,Y,Y,Y,Y,,,Y,,,,Y,1
01891,HENG HUP,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG4505A1022,,Y,,Y,,,,Y,,,,Y,1
01894,HANG YICK HLDGS,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG429011011,,Y,,Y,,,,Y,,,,Y,1
01895,XINYUAN PM,Equity,Equity Securities (Main Board),"1,000",HKD 0.00001,KYG9833M1087,,Y,,Y,,,,Y,,,,Y,1
01896,MAOYAN ENT,Equity,Equity Securities (Main Board),200,USD 0.00002,KYG5804A1076,,Y,Y,Y,Y,,,Y,,,,Y,1
01897,MILLIONHOPE IND,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG6130N1025,,Y,,Y,,,,Y,,,,Y,1
01898,CHINA COAL,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100000528,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
01899,XINGDA INT'L,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG9827V1068,,Y,Y,Y,,,,Y,,,,Y,1
01900,CHINA ITS,Equity,Equity Securities (Main Board),"1,000",HKD 0.0002,KYG2161M1050,,Y,,Y,,,,Y,,,,Y,1
01901,FEIYANG GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG3376A1004,,Y,,Y,,,,Y,,,,Y,1
01902,YINCHENG INTL,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG9841A1040,,Y,,Y,,,,Y,,,,Y,1
01903,JBB BUILDERS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG5086B1041,,Y,,Y,,,,Y,,,,Y,1
01905,HAITONG UT,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100003K61,,Y,,Y,,,,Y,,,,Y,1
01906,BONNY HLDG,Equity,Equity Securities (Main Board),"5,000",USD 0.0100,KYG1449A1076,,Y,,Y,,,,Y,,,,Y,1
01907,CHINA RISUN GP,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG2120H1065,,Y,Y,Y,Y,,,Y,,,,Y,1
01908,C&D INTL GROUP,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG3165D1097,,Y,Y,Y,Y,,,Y,,,,Y,1
01909,FIRE ROCK,Equity,Equity Securities (Main Board),"2,000",HKD 0.00333,KYG3524S1104,,Y,,Y,,,,Y,,,,Y,1
01910,SAMSONITE,Equity,Equity Securities (Main Board),300,USD 0.0100,LU0633102719,,Y,Y,Y,Y,,,Y,,,,Y,1
01911,CR HOLDINGS,Equity,Equity Securities (Main Board),100,USD 0.00003,KYG212151016,,Y,Y,Y,Y,,,Y,,,,Y,1
01912,CONTEL,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG2521A1067,,Y,,Y,,,,Y,,,,Y,1
01913,PRADA,Equity,Equity Securities (Main Board),100,EUR 0.1000,IT0003874101,,Y,Y,Y,Y,,,Y,,,,Y,1
01915,TAIHE M-FIN,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100002FL7,,Y,,Y,,,,Y,,,,Y,1
01916,JIANGXI BANK,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE1000031B3,,Y,Y,Y,,,,Y,,,,Y,1
01917,DOUMOB,Equity,Equity Securities (Main Board),"10,000",HKD 0.0010,KYG2819C1033,,Y,,Y,,,,Y,,,,Y,1
01918,SUNAC,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG8569A1067,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
01919,COSCO SHIP HOLD,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE1000002J7,,Y,Y,Y,Y,,,Y,,,,Y,1
01920,HANDS FORM HLDG,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG4288C1015,,Y,,Y,,,,Y,,,,Y,1
01921,DALIPAL HLDG,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2643G1064,,Y,,Y,,,,Y,,,,Y,1
01922,YINCHENG LS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG9841B1023,,Y,,Y,,,,Y,,,,Y,1
01925,KWUNGS HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0010,KYG5331A1094,,Y,,Y,,,,Y,,,,Y,1
01928,SANDS CHINA LTD,Equity,Equity Securities (Main Board),400,USD 0.0100,KYG7800X1079,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
01929,CHOW TAI FOOK,Equity,Equity Securities (Main Board),200,HKD 1.0000,KYG211461085,,Y,Y,Y,Y,,,Y,,,,Y,1
01930,SHINELONG,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG8105A1076,,Y,,Y,,,,Y,,,,Y,1
01931,IVD MEDICAL,Equity,Equity Securities (Main Board),"1,000",USD 0.0005,KYG4977H1065,,Y,,Y,,,,Y,,,,Y,1
01932,CPM GROUP,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG2R5391062,,Y,,Y,,,,Y,,,,Y,1
